order_id,customer_id,order_date,order_status,order_source,device_type,zip,sales_employee_id,comment
40060,17248,2012-12-28,delivered,paid_search,mobile,14886,EMP0180,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40061,17258,2012-12-31,returned,email_campaign,desktop,14889,EMP0008,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40062,1397,2012-12-28,created,referral,tablet,15001,EMP0192,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40063,1542,2012-12-29,delivered,organic_search,tablet,15042,EMP0167,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40065,1550,2012-12-28,delivered,organic_search,mobile,15043,EMP0031,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40066,1552,2012-12-31,delivered,paid_search,mobile,15044,EMP0012,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40067,2001,2012-12-29,delivered,social_media,desktop,15342,EMP0033,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40068,2598,2012-12-31,delivered,organic_search,desktop,15601,EMP0186,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40069,2599,2012-12-30,delivered,social_media,mobile,15601,EMP0012,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40070,436,2012-12-29,cancelled,organic_search,mobile,16053,EMP0025,Cần cải thiện tốc độ hỗ trợ vào giờ cao điểm.
40071,8592,2012-12-29,delivered,social_media,tablet,16125,EMP0166,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40072,8608,2012-12-28,cancelled,organic_search,desktop,16137,EMP0048,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40076,1364,2012-12-31,cancelled,email_campaign,mobile,16877,EMP0083,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40077,1391,2013-01-01,delivered,paid_search,tablet,17066,EMP0055,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40079,6306,2012-12-31,delivered,organic_search,mobile,17201,EMP0131,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40081,6363,2012-12-30,delivered,social_media,mobile,17224,EMP0125,"Dịch vụ đáp ứng yêu cầu cơ bản, chưa phát sinh vấn đề đáng kể."
40082,6362,2013-01-01,delivered,direct,desktop,17224,EMP0069,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40084,6639,2012-12-28,delivered,organic_search,mobile,17331,EMP0163,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40085,6675,2012-12-29,delivered,social_media,desktop,17349,EMP0051,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40086,6990,2012-12-29,delivered,email_campaign,desktop,17601,EMP0027,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40090,5550,2012-12-28,delivered,organic_search,mobile,17765,EMP0165,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40091,5546,2012-12-30,delivered,direct,mobile,17765,EMP0144,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40092,5579,2013-01-01,delivered,social_media,mobile,17801,EMP0025,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40093,5576,2012-12-31,delivered,email_campaign,mobile,17801,EMP0033,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40094,5592,2013-01-01,delivered,social_media,desktop,17813,EMP0062,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40095,7297,2013-01-01,paid,paid_search,mobile,18013,EMP0145,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40096,7300,2012-12-28,delivered,email_campaign,tablet,18013,EMP0171,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40099,7400,2013-01-01,delivered,social_media,mobile,18064,EMP0030,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40100,7721,2012-12-29,delivered,social_media,desktop,18343,EMP0041,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40101,7804,2012-12-30,returned,direct,mobile,18466,EMP0117,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40102,8379,2012-12-30,delivered,direct,mobile,18641,EMP0004,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40103,8391,2012-12-30,delivered,social_media,mobile,18644,EMP0066,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40104,4044,2012-12-29,delivered,direct,desktop,19063,EMP0060,Một số thắc mắc phải liên hệ nhiều lần mới được giải quyết.
40105,4057,2012-12-31,delivered,organic_search,desktop,19067,EMP0137,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40106,4057,2012-12-29,delivered,email_campaign,mobile,19067,EMP0031,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40107,4747,2012-12-28,delivered,social_media,desktop,19151,EMP0089,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40108,4222,2013-01-01,shipped,referral,tablet,19348,EMP0100,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40110,7933,2012-12-31,delivered,social_media,mobile,19549,EMP0119,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40111,7934,2012-12-30,delivered,paid_search,desktop,19549,EMP0069,Khách hàng mong muốn nhân viên tư vấn chi tiết hơn.
40113,48174,2012-12-29,delivered,organic_search,mobile,19713,EMP0152,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40115,48189,2012-12-28,delivered,paid_search,tablet,19720,EMP0024,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40116,48328,2012-12-30,delivered,social_media,tablet,19938,EMP0173,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40117,48330,2012-12-30,cancelled,organic_search,desktop,19938,EMP0165,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40118,48384,2012-12-30,delivered,email_campaign,desktop,19963,EMP0186,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40119,65060,2013-01-01,returned,organic_search,mobile,20001,EMP0023,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40120,65061,2012-12-28,delivered,paid_search,tablet,20001,EMP0163,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40121,65058,2012-12-30,returned,paid_search,desktop,20001,EMP0063,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40123,65199,2012-12-29,delivered,social_media,mobile,20110,EMP0118,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40124,65199,2012-12-30,returned,direct,tablet,20110,EMP0114,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40125,65388,2012-12-28,delivered,organic_search,desktop,20169,EMP0006,"Dịch vụ đáp ứng yêu cầu cơ bản, chưa phát sinh vấn đề đáng kể."
40126,65432,2012-12-30,delivered,organic_search,tablet,20187,EMP0006,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40127,64194,2012-12-31,delivered,email_campaign,mobile,20613,EMP0030,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40129,43330,2012-12-28,cancelled,email_campaign,desktop,20707,EMP0001,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40130,43372,2012-12-31,delivered,organic_search,desktop,20720,EMP0063,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40131,43371,2012-12-29,delivered,direct,mobile,20720,EMP0136,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40132,43389,2012-12-29,delivered,direct,mobile,20724,EMP0028,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40133,64470,2012-12-28,delivered,social_media,mobile,20747,EMP0089,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40136,43464,2012-12-29,delivered,paid_search,mobile,20769,EMP0161,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40137,64489,2013-01-01,delivered,social_media,mobile,20772,EMP0053,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40139,43473,2013-01-01,delivered,paid_search,mobile,20774,EMP0038,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40140,43474,2013-01-01,delivered,paid_search,desktop,20774,EMP0052,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40143,43524,2012-12-28,cancelled,social_media,mobile,20785,EMP0078,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40144,43524,2012-12-30,created,social_media,desktop,20785,EMP0139,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40145,43525,2012-12-30,delivered,social_media,mobile,20785,EMP0130,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40146,43549,2012-12-30,delivered,email_campaign,desktop,20832,EMP0053,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40148,43671,2012-12-30,delivered,social_media,mobile,20879,EMP0094,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40150,43763,2012-12-31,delivered,referral,mobile,21009,EMP0094,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40152,43951,2012-12-29,delivered,organic_search,tablet,21075,EMP0196,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40153,43981,2012-12-30,delivered,organic_search,tablet,21087,EMP0007,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40156,44058,2012-12-29,delivered,email_campaign,mobile,21131,EMP0067,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40157,44061,2013-01-01,delivered,referral,mobile,21131,EMP0137,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40158,44062,2012-12-31,delivered,paid_search,mobile,21131,EMP0116,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40160,44131,2013-01-01,delivered,organic_search,mobile,21160,EMP0191,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40162,44132,2013-01-01,delivered,social_media,tablet,21160,EMP0139,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40163,44213,2012-12-28,delivered,direct,desktop,21214,EMP0037,Một số thắc mắc phải liên hệ nhiều lần mới được giải quyết.
40164,44220,2013-01-01,delivered,paid_search,desktop,21215,EMP0142,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40165,44221,2013-01-01,delivered,social_media,mobile,21215,EMP0147,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40166,44245,2013-01-01,returned,social_media,tablet,21220,EMP0008,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40167,44249,2012-12-28,delivered,paid_search,mobile,21221,EMP0135,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40168,44254,2012-12-29,returned,paid_search,desktop,21222,EMP0059,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40169,44267,2012-12-28,delivered,organic_search,mobile,21224,EMP0123,Khách hàng mong muốn nhân viên tư vấn chi tiết hơn.
40170,45108,2012-12-30,cancelled,social_media,desktop,21541,EMP0191,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40171,45148,2013-01-01,delivered,social_media,mobile,21561,EMP0007,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40172,45151,2012-12-31,delivered,organic_search,desktop,21561,EMP0120,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40173,44507,2012-12-31,paid,paid_search,desktop,21658,EMP0183,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40174,44653,2012-12-29,cancelled,email_campaign,tablet,21727,EMP0003,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40176,44740,2012-12-30,delivered,direct,mobile,21770,EMP0067,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40177,44740,2012-12-29,delivered,referral,desktop,21770,EMP0018,Khách hàng phản ánh thời gian phản hồi còn chậm nhưng vấn đề đã được xử lý.
40178,44750,2013-01-01,delivered,direct,desktop,21773,EMP0045,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40180,44760,2012-12-28,delivered,social_media,desktop,21776,EMP0097,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40181,44814,2012-12-29,delivered,organic_search,desktop,21791,EMP0092,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40182,44921,2012-12-31,delivered,social_media,mobile,21842,EMP0164,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40183,44922,2012-12-31,delivered,social_media,desktop,21842,EMP0144,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40184,44919,2012-12-31,delivered,referral,mobile,21842,EMP0079,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40185,44922,2012-12-30,created,paid_search,desktop,21842,EMP0157,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40188,45232,2012-12-31,delivered,referral,mobile,21921,EMP0059,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40189,65508,2012-12-28,delivered,social_media,desktop,22033,EMP0146,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40190,65800,2012-12-28,delivered,referral,tablet,22314,EMP0177,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40191,65834,2012-12-28,cancelled,social_media,tablet,22405,EMP0174,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40192,66509,2012-12-30,shipped,email_campaign,mobile,22901,EMP0083,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40193,66556,2012-12-29,cancelled,direct,desktop,22922,EMP0157,"Dịch vụ đáp ứng yêu cầu cơ bản, chưa phát sinh vấn đề đáng kể."
40194,66556,2012-12-29,delivered,organic_search,mobile,22922,EMP0198,Khách hàng đánh giá mức độ hài lòng ở mức khá.
40196,66598,2012-12-30,delivered,referral,desktop,22939,EMP0109,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40197,66660,2012-12-28,delivered,social_media,tablet,22963,EMP0178,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40199,66771,2013-01-01,delivered,organic_search,desktop,23030,EMP0055,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40200,66973,2012-12-29,delivered,organic_search,mobile,23116,EMP0155,Khách hàng đánh giá mức độ hài lòng ở mức khá.
40201,67144,2012-12-28,delivered,email_campaign,mobile,23188,EMP0135,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40202,67146,2012-12-30,delivered,paid_search,desktop,23188,EMP0091,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40203,67230,2012-12-31,delivered,social_media,mobile,23235,EMP0083,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40204,67232,2012-12-28,delivered,paid_search,tablet,23235,EMP0126,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40205,67315,2012-12-30,delivered,organic_search,desktop,23320,EMP0081,Một số thắc mắc phải liên hệ nhiều lần mới được giải quyết.
40206,67313,2012-12-28,paid,social_media,mobile,23320,EMP0169,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40207,67323,2012-12-28,returned,social_media,tablet,23322,EMP0139,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40209,67323,2012-12-31,delivered,social_media,tablet,23322,EMP0005,Khách hàng mong muốn nhân viên tư vấn chi tiết hơn.
40211,67420,2013-01-01,delivered,organic_search,mobile,23418,EMP0066,Khách hàng đánh giá mức độ hài lòng ở mức khá.
40212,67421,2012-12-28,delivered,paid_search,mobile,23418,EMP0111,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40213,67537,2012-12-29,delivered,organic_search,mobile,23454,EMP0184,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40214,67770,2012-12-31,delivered,paid_search,desktop,23666,EMP0012,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40215,67785,2012-12-28,delivered,social_media,mobile,23692,EMP0170,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40216,49308,2012-12-29,delivered,paid_search,desktop,23837,EMP0106,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40218,49468,2012-12-29,delivered,organic_search,mobile,24078,EMP0075,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40221,72116,2012-12-29,delivered,social_media,mobile,24230,EMP0138,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40223,72195,2012-12-28,delivered,direct,tablet,24266,EMP0028,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40224,48668,2012-12-28,delivered,referral,desktop,24313,EMP0007,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40225,48672,2012-12-28,delivered,email_campaign,mobile,24313,EMP0142,Một số thắc mắc phải liên hệ nhiều lần mới được giải quyết.
40227,49550,2012-12-29,delivered,email_campaign,tablet,24333,EMP0077,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40229,68452,2012-12-29,delivered,paid_search,mobile,24435,EMP0197,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40230,68470,2012-12-28,cancelled,paid_search,mobile,24445,EMP0061,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40231,68472,2012-12-31,returned,paid_search,mobile,24445,EMP0051,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40233,49617,2012-12-28,returned,organic_search,mobile,24541,EMP0170,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40234,49616,2012-12-31,cancelled,paid_search,mobile,24541,EMP0136,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40235,68656,2013-01-01,delivered,social_media,mobile,24550,EMP0178,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40236,68662,2012-12-29,delivered,email_campaign,tablet,24551,EMP0129,"Dịch vụ đáp ứng yêu cầu cơ bản, chưa phát sinh vấn đề đáng kể."
40237,68678,2012-12-31,delivered,organic_search,tablet,24556,EMP0197,"Dịch vụ đáp ứng yêu cầu cơ bản, chưa phát sinh vấn đề đáng kể."
40238,68742,2012-12-30,delivered,paid_search,mobile,24590,EMP0011,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40239,48756,2012-12-30,delivered,referral,desktop,24605,EMP0107,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40240,48821,2012-12-30,delivered,referral,tablet,24651,EMP0048,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40242,38074,2012-12-28,delivered,social_media,desktop,25248,EMP0138,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40243,38631,2012-12-29,cancelled,organic_search,mobile,25667,EMP0143,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40245,39248,2012-12-29,delivered,organic_search,desktop,26181,EMP0103,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40246,39249,2012-12-31,delivered,referral,desktop,26181,EMP0047,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40247,39633,2012-12-31,delivered,organic_search,tablet,26283,EMP0153,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40248,39916,2012-12-31,delivered,referral,tablet,26456,EMP0112,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40250,64706,2012-12-31,cancelled,referral,desktop,26743,EMP0006,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40251,64705,2012-12-28,delivered,organic_search,desktop,26743,EMP0011,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40252,64789,2012-12-31,delivered,paid_search,desktop,26847,EMP0017,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40253,49747,2012-12-28,paid,referral,mobile,27025,EMP0143,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40254,49747,2012-12-31,delivered,social_media,mobile,27025,EMP0016,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40255,49758,2012-12-29,delivered,social_media,desktop,27040,EMP0056,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40256,49762,2012-12-30,delivered,email_campaign,desktop,27040,EMP0066,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40257,49852,2012-12-30,delivered,social_media,tablet,27105,EMP0164,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40258,49855,2012-12-28,delivered,paid_search,desktop,27106,EMP0083,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40259,49854,2012-12-29,delivered,paid_search,tablet,27106,EMP0166,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40260,50527,2012-12-31,delivered,organic_search,mobile,27530,EMP0075,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40261,50559,2012-12-31,delivered,paid_search,mobile,27539,EMP0127,"Dịch vụ đáp ứng yêu cầu cơ bản, chưa phát sinh vấn đề đáng kể."
40262,50650,2012-12-29,delivered,email_campaign,mobile,27569,EMP0131,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40263,50791,2012-12-31,delivered,social_media,tablet,27610,EMP0018,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40264,50847,2012-12-29,delivered,paid_search,tablet,27703,EMP0089,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40265,50847,2012-12-31,delivered,social_media,desktop,27703,EMP0182,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40267,50877,2012-12-29,cancelled,social_media,mobile,27712,EMP0094,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40268,50991,2012-12-28,delivered,paid_search,mobile,27823,EMP0017,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40269,51217,2012-12-30,returned,social_media,desktop,27888,EMP0114,"Giải quyết khiếu nại nhanh, khách hàng hài lòng với kết quả."
40270,60149,2012-12-30,delivered,organic_search,mobile,28031,EMP0107,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40271,60151,2012-12-29,delivered,organic_search,mobile,28031,EMP0099,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40272,60149,2012-12-30,delivered,paid_search,mobile,28031,EMP0013,Cần cải thiện tốc độ hỗ trợ vào giờ cao điểm.
40273,60168,2012-12-28,delivered,email_campaign,tablet,28036,EMP0063,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40274,60195,2012-12-28,shipped,social_media,desktop,28043,EMP0014,"Hỗ trợ nhanh chóng, tư vấn rõ ràng, khách hàng hài lòng với trải nghiệm."
40275,60196,2012-12-30,cancelled,paid_search,tablet,28043,EMP0187,"Quá trình hỗ trợ diễn ra bình thường, đúng quy trình."
40276,60195,2013-01-01,returned,email_campaign,desktop,28043,EMP0164,"Dịch vụ đáp ứng yêu cầu cơ bản, chưa phát sinh vấn đề đáng kể."
40277,60194,2012-12-31,delivered,organic_search,desktop,28043,EMP0018,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40278,60196,2012-12-29,delivered,referral,mobile,28043,EMP0133,Khách hàng mong muốn nhân viên tư vấn chi tiết hơn.
40279,60195,2012-12-30,delivered,social_media,desktop,28043,EMP0014,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40280,60196,2012-12-29,delivered,email_campaign,desktop,28043,EMP0025,"Dịch vụ chăm sóc khách hàng chuyên nghiệp, thái độ thân thiện và lịch sự."
40281,60195,2013-01-01,shipped,email_campaign,desktop,28043,EMP0044,Khách hàng không có thêm phản hồi về chất lượng hỗ trợ.
40282,60211,2012-12-29,delivered,paid_search,mobile,28054,EMP0121,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40283,60247,2012-12-31,delivered,paid_search,mobile,28075,EMP0039,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40285,60271,2012-12-29,delivered,organic_search,tablet,28080,EMP0140,"Tư vấn chi tiết, thái độ chuyên nghiệp và thân thiện."
40286,60358,2012-12-31,cancelled,organic_search,desktop,28110,EMP0104,"Phản hồi thắc mắc đầy đủ, hỗ trợ xuyên suốt quá trình đặt hàng."
40287,60358,2012-12-28,returned,organic_search,desktop,28110,EMP0189,Khách hàng đánh giá cao sự chủ động và trách nhiệm của bộ phận hỗ trợ.
40289,60512,2013-01-01,delivered,organic_search,tablet,28164,EMP0062,"Dịch vụ ổn định, nhân viên luôn sẵn sàng hỗ trợ khi cần."
40290,60524,2013-01-01,delivered,organic_search,mobile,28168,EMP0053,"Chăm sóc khách hàng tốt, thời gian phản hồi ngắn."
40292,61213,2012-12-30,delivered,paid_search,desktop,28210,EMP0053,"Khách hàng đánh giá nhân viên hỗ trợ rất nhiệt tình, phản hồi nhanh và giải quyết vấn đề hiệu quả."
40293,61222,2012-12-28,delivered,organic_search,desktop,28211,EMP0156,"Nhân viên giao tiếp tốt, xử lý yêu cầu đúng hẹn và tận tâm."
40294,61239,2012-12-30,cancelled,referral,mobile,28215,EMP0163,Một số thắc mắc phải liên hệ nhiều lần mới được giải quyết.
